IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.53,,,0.24,,0.9,0.53 [0.24 – 0.9],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.53,,,0.25,,0.9,0.53 [0.25 – 0.9],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.53,,,0.33,,0.73,0.53 [0.33 – 0.73],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.54,,,0.27,,0.9,0.54 [0.27 – 0.9],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.54,,,0.29,,0.85,0.54 [0.29 – 0.85],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.54,,,0.3,,0.82,0.54 [0.3 – 0.82],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.55,,,0.34,,0.79,0.55 [0.34 – 0.79],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.56,,,0.031,,1.7,0.56 [0.031 – 1.7],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,PAN,Panama,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.57,,,0.26,,0.97,0.57 [0.26 – 0.97],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.57,,,0.37,,0.79,0.57 [0.37 – 0.79],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,true,Sex,Both sexes,BTSX,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,0.57,,,0.38,,0.78,0.57 [0.38 – 0.78],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.58,,,0.26,,1.01,0.58 [0.26 – 1.01],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.58,,,0.29,,0.95,0.58 [0.29 – 0.95],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,true,Sex,Male,MLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,0.6,,,0.39,,0.82,0.6 [0.39 – 0.82],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.62,,,0.33,,1,0.62 [0.33 – 1],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.62,,,0.35,,0.94,0.62 [0.35 – 0.94],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,true,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.63,,,0.057,,1.85,0.63 [0.057 – 1.85],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,FIN,Finland,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.63,,,0.13,,1.51,0.63 [0.13 – 1.51],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.63,,,0.33,,1,0.63 [0.33 – 1],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,GAB,Gabon,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.64,,,0.39,,0.91,0.64 [0.39 – 0.91],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.64,,,0.46,,0.81,0.64 [0.46 – 0.81],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,true,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.65,,,0.035,,1.96,0.65 [0.035 – 1.96],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.65,,,0.31,,1.12,0.65 [0.31 – 1.12],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,PRT,Portugal,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.66,,,0.26,,1.28,0.66 [0.26 – 1.28],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.66,,,0.31,,1.12,0.66 [0.31 – 1.12],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.66,,,0.35,,1.05,0.66 [0.35 – 1.05],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.66,,,0.36,,1.02,0.66 [0.36 – 1.02],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.66,,,0.37,,0.99,0.66 [0.37 – 0.99],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.66,,,0.41,,0.93,0.66 [0.41 – 0.93],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.66,,,0.42,,0.9,0.66 [0.42 – 0.9],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.67,,,0.35,,1.08,0.67 [0.35 – 1.08],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.67,,,0.37,,1.01,0.67 [0.37 – 1.01],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,0.67,,,0.38,,0.99,0.67 [0.38 – 0.99],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.68,,,0.37,,1.05,0.68 [0.37 – 1.05],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,true,Sex,Both sexes,BTSX,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,0.7,,,0.4,,1.03,0.7 [0.4 – 1.03],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,0.7,,,0.4,,1.03,0.7 [0.4 – 1.03],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,true,Sex,Male,MLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,0.7,,,0.4,,1.04,0.7 [0.4 – 1.04],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.7,,,0.46,,0.93,0.7 [0.46 – 0.93],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,PAN,Panama,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.71,,,0.33,,1.21,0.71 [0.33 – 1.21],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.71,,,0.46,,0.96,0.71 [0.46 – 0.96],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2016,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,0.72,,,0.32,,1.2,0.72 [0.32 – 1.2],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.72,,,0.37,,1.16,0.72 [0.37 – 1.16],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2016,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,0.73,,,0.35,,1.21,0.73 [0.35 – 1.21],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.73,,,0.37,,1.19,0.73 [0.37 – 1.19],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.73,,,0.45,,1.04,0.73 [0.45 – 1.04],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.73,,,0.45,,1.04,0.73 [0.45 – 1.04],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.74,,,0.37,,1.22,0.74 [0.37 – 1.22],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.75,,,0.35,,1.28,0.75 [0.35 – 1.28],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.75,,,0.35,,1.29,0.75 [0.35 – 1.29],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.75,,,0.42,,1.13,0.75 [0.42 – 1.13],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.76,,,0.42,,1.15,0.76 [0.42 – 1.15],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.78,,,0.17,,1.81,0.78 [0.17 – 1.81],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.78,,,0.36,,1.35,0.78 [0.36 – 1.35],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.78,,,0.37,,1.33,0.78 [0.37 – 1.33],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.78,,,0.49,,1.1,0.78 [0.49 – 1.1],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,BRA,Brazil,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.8,,,0.39,,1.35,0.8 [0.39 – 1.35],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.8,,,0.56,,1.04,0.8 [0.56 – 1.04],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.81,,,0.074,,2.38,0.81 [0.074 – 2.38],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,BLR,Belarus,Year,2016,true,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.81,,,0.41,,1.28,0.81 [0.41 – 1.28],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.81,,,0.5,,1.16,0.81 [0.5 – 1.16],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.82,,,0.45,,1.26,0.82 [0.45 – 1.26],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,EST,Estonia,Year,2016,true,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.83,,,0.1,,2.16,0.83 [0.1 – 2.16],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,EST,Estonia,Year,2016,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,0.83,,,0.18,,1.77,0.83 [0.18 – 1.77],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,EST,Estonia,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.83,,,0.25,,1.68,0.83 [0.25 – 1.68],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.83,,,0.45,,1.28,0.83 [0.45 – 1.28],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.84,,,0.45,,1.31,0.84 [0.45 – 1.31],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,FIN,Finland,Year,2016,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,0.85,,,0.12,,2.03,0.85 [0.12 – 2.03],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,GAB,Gabon,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.85,,,0.52,,1.22,0.85 [0.52 – 1.22],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.85,,,0.56,,1.13,0.85 [0.56 – 1.13],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.86,,,0.19,,2,0.86 [0.19 – 2],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.86,,,0.47,,1.3,0.86 [0.47 – 1.3],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,CAN,Canada,Year,2016,true,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.87,,,0.1,,2.33,0.87 [0.1 – 2.33],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.87,,,0.48,,1.33,0.87 [0.48 – 1.33],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.87,,,0.57,,1.17,0.87 [0.57 – 1.17],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,ISL,Iceland,Year,2016,true,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.88,,,0.12,,2.3,0.88 [0.12 – 2.3],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.88,,,0.54,,1.26,0.88 [0.54 – 1.26],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.88,,,0.62,,1.14,0.88 [0.62 – 1.14],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.91,,,0.49,,1.43,0.91 [0.49 – 1.43],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,0.91,,,0.51,,1.39,0.91 [0.51 – 1.39],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.91,,,0.56,,1.29,0.91 [0.56 – 1.29],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.92,,,0.45,,1.51,0.92 [0.45 – 1.51],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,BLR,Belarus,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.92,,,0.49,,1.45,0.92 [0.49 – 1.45],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,SWE,Sweden,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0.93,,,0.21,,2.15,0.93 [0.21 – 2.15],,,EN,2018-07-05T16:00:00.000Z
